fen,id,expected_bm,expected_am,given_move,bm_success,am_success,time_s,score
2r3k1/6pp/3pp1P1/1pP5/1P6/P4R2/5K2/8 w - - 0 1,E_E_T 062 - T vs T,[Move.from_uci('c5c6')],[],g6h7,False,,15.009,"PovScore(Cp(+311), WHITE)"
r2k4/8/8/1P4p1/8/p5P1/6P1/1R3K2 w - - 0 1,E_E_T 063 - T vs T,[Move.from_uci('b5b6')],[],b1b4,False,,12.07,"PovScore(Cp(+98), WHITE)"
8/4k3/1p4p1/p7/P1r1P3/1R4Pp/5P1P/4K3 w - - 0 1,E_E_T 064 - T vs T,[Move.from_uci('e1e2')],[],b3b6,False,,25.138,"PovScore(Cp(+96), WHITE)"
R7/4kp2/P3p1p1/3pP1P1/3P1P2/p6r/3K4/8 w - - 0 1,E_E_T 065 - T vs T,[Move.from_uci('d2c2')],[],a8e8,False,,7.768,"PovScore(Cp(+230), WHITE)"
8/1pp1r3/p1p2k2/6p1/P5P1/1P3P2/2P1RK2/8 b - - 0 1,E_E_T 066 - T vs T,[],"[Move.from_uci('e7e2'), Move.from_uci('e7e5')]",f6g7,,True,27.093,"PovScore(Cp(+195), BLACK)"
8/1p2R3/8/p5P1/3k4/P2p2K1/1P6/5r2 w - - 0 1,E_E_T 067 - T vs T,[Move.from_uci('g3g2')],[],e7g7,False,,70.268,"PovScore(Cp(+108), WHITE)"
R7/P5Kp/2P5/k3r2P/8/5p2/p4P2/8 w - - 0 1,E_E_T 068 - T vs T,[Move.from_uci('a8b8')],[],a8h8,False,,25.924,"PovScore(Cp(+907), WHITE)"
8/2p4K/4k1p1/p1p1P3/PpP2P2/5R1P/8/6r1 b - - 0 1,E_E_T 069 - T vs T,[Move.from_uci('e6f7')],[],e6d7,False,,32.644,"PovScore(Cp(+47), BLACK)"
8/B7/1R6/q3k2p/8/6p1/5P2/5K2 w - - 0 1,E_E_T 071 - T&L vs D,[Move.from_uci('b6b3')],[],f2f4,False,,18.555,"PovScore(Cp(0), WHITE)"
5k2/8/2Pb1B2/8/6RK/7p/5p1P/8 w - - 0 1,E_E_T 072 - T&L vs L&B,[Move.from_uci('f6e5')],[],h4h5,False,,21.158,"PovScore(Cp(+78), WHITE)"
3kB3/R4P2/8/8/1p6/pp6/5r2/1K6 w - - 0 1,E_E_T 073 - T&L vs T&B,"[Move.from_uci('f7f8q'), Move.from_uci('f7f8r')]",[],e8b5,False,,9.578,"PovScore(Cp(+81), WHITE)"
5k2/1p6/1P1p4/1K1p2p1/PB1P2P1/3pR2p/1P2p1pr/8 w - - 0 1,E_E_T 074 - T&L vs T&B,[Move.from_uci('b4a5')],[],e3e5,False,,14.333,"PovScore(Cp(+171), WHITE)"
6k1/p6p/1p1p2p1/2bP4/P1P5/2B3P1/4r2P/1R5K w - - 0 1,E_E_T 075 - T&L vs T&L,[Move.from_uci('a4a5')],[],b1f1,False,,23.799,"PovScore(Cp(+8), WHITE)"
3R3B/8/1r4b1/8/4pP2/7k/8/7K w - - 0 1,E_E_T 076 - T&L vs T&L,[Move.from_uci('h8d4')],[],d8b8,False,,29.345,"PovScore(Cp(0), WHITE)"
rk1b4/p2p2p1/1P6/2R2P2/8/2K5/8/5B2 w - - 0 1,E_E_T 077 - T&L vs T&L,[Move.from_uci('c5c8')],[],c5c8,True,,3.833,"PovScore(Cp(+811), WHITE)"
3r1k2/8/7R/8/8/pp1B4/P7/n1K5 w - - 0 1,E_E_T 078 - T&L vs T&S,[Move.from_uci('h6f6')],[],h6h3,False,,32.236,"PovScore(Cp(-13), WHITE)"
r5k1/5ppp/1p6/2b1R3/1p3P2/2nP2P1/1B3PKP/5B2 w - - 0 1,E_E_T 079 - T&L&L vs T&L&S,[Move.from_uci('d3d4')],[],e5g5,False,,30.926,"PovScore(Cp(-8), WHITE)"
5k2/3p1b2/4pN2/3PPpp1/6R1/6PK/1B1q1P2/8 w - - 0 1,E_E_T 080 - T&L&S vs D&L,[Move.from_uci('b2a3')],[],b2c3,False,,73.591,"PovScore(Cp(+157), WHITE)"
8/1p5p/6p1/1p4Pp/1PpR4/2P1K1kB/6Np/7b w - - 0 1,E_E_T 081 - T&L&S vs L&B,[Move.from_uci('d4d1')],[],d4g4,False,,2.345,"PovScore(Cp(+231), WHITE)"
7k/1p1Nr2P/3Rb3/8/3K4/6b1/8/5B2 w - - 0 1,E_E_T 082 - T&L&S vs T&L&L,[Move.from_uci('d7e5')],[],d7f8,False,,35.682,"PovScore(Cp(+5), WHITE)"
8/1B4k1/5pn1/6N1/1P3rb1/P1K4p/3R4/8 w - - 0 1,E_E_T 083 - T&L&S vs T&L&S,[Move.from_uci('g5h3')],[],g5h7,False,,72.941,"PovScore(Cp(-42), WHITE)"
8/7p/6p1/3Np1bk/4Pp2/1R3PPK/5r1P/8 w - - 0 1,E_E_T 084 - T&S vs T&L,[Move.from_uci('d5c7')],[],d5f6,False,,5.491,"PovScore(Cp(+538), WHITE)"
1r6/3b1p2/2k4P/1N3p1P/5P2/8/3R4/2K5 w - - 0 1,E_E_T 085 - T&S vs T&L,[Move.from_uci('b5a7')],[],d2d6,False,,6.711,"PovScore(Cp(+401), WHITE)"
k6r/8/1R6/8/1pK2p2/8/7N/3b4 w - - 0 1,E_E_T 086 - T&S vs T&L,[Move.from_uci('h2f1')],[],b6d6,False,,17.641,"PovScore(Cp(+2), WHITE)"
8/8/8/p1p5/2P1k3/1Pn5/1N1R2K1/1r6 w - - 0 1,E_E_T 087 - T&S vs T&S,[Move.from_uci('g2g3')],[],b2d1,False,,31.749,"PovScore(Cp(+6), WHITE)"
5n1k/1r3P1p/p2p3P/P7/8/1N6/5R2/4K3 b - - 0 1,E_E_T 088 - T&S vs T&S,[Move.from_uci('b7e7')],[],b7d7,False,,5.651,"PovScore(Cp(+13), BLACK)"
6R1/P2k1N2/r7/7P/r7/p7/7K/8 w - - 0 1,E_E_T 089 - T&S vs T&T,[Move.from_uci('f7h6')],[],a7a8q,False,,21.733,"PovScore(Cp(+625), WHITE)"
8/1rk1P3/7p/P7/1N2r3/5RKb/8/8 w - - 0 1,E_E_T 090 - T&S&B vs T&T&L,[Move.from_uci('b4a6')],[],e7e8q,False,,20.554,"PovScore(Cp(+581), WHITE)"
2K5/k3q3/6pR/6p1/6Pp/7P/8/3R4 w - - 0 1,E_E_T 090 - T&T vs D,[Move.from_uci('h6h7')],[],d1d7,False,,6.651,"PovScore(Cp(+2075), WHITE)"
R5bk/5r2/P7/1P1pR3/3P4/7p/5p1K/8 w - - 0 1,E_E_T 092 - T&T vs T&L,[Move.from_uci('e5h5')],[],e5h5,True,,39.338,"PovScore(Cp(+205), WHITE)"
4k3/7r/3nb3/2R5/8/6n1/1R3K2/8 w - - 0 1,E_E_T 093 - T&T vs T&L&S,[Move.from_uci('c5e5')],[],b2b8,False,,122.331,"PovScore(Cp(+30), WHITE)"
1r6/1r6/1P1KP3/6k1/1R4p1/7p/7R/8 w - - 0 1,E_E_T 094 - T&T vs T&T,"[Move.from_uci('d6c6'), Move.from_uci('b4b5')]",[],e6e7,False,,14.146,"PovScore(Cp(+109), WHITE)"
1k1K4/1p6/P4P2/2R5/4p2R/r2p4/8/3r4 w - - 0 1,E_E_T 095 - T&T vs T&T,[Move.from_uci('h4f4')],[],f6f7,False,,32.611,"PovScore(Cp(+221), WHITE)"
5k2/R1p5/p1R3Pb/2K5/2B5/2q2b2/8/8 w - - 0 1,E_E_T 096 - T&T&L vs D&L&L,[Move.from_uci('g6g7')],[],a7a8,False,,12.71,"PovScore(Cp(+628), WHITE)"
8/8/k7/n7/p1R5/p7/4r1p1/KB3R2 w - - 0 1,E_E_T 097 - T&T&L vs T&S&B,[Move.from_uci('c4c3')],[],b1d3,False,,45.155,"PovScore(Cp(+57), WHITE)"
3r2k1/p1R2ppp/1p6/P1b1PP2/3p4/3R2B1/5PKP/1r6 w - - 0 1,E_E_T 098 - T&T&L vs T&T&L,[Move.from_uci('f5f6')],[],a5a6,False,,14.957,"PovScore(Cp(+25), WHITE)"
8/5p2/5rp1/p2k1r1p/P1pNp2P/RP1bP1P1/5P1R/4K3 b - - 0 1,E_E_T 099 - T&T&S vs T&T&L,[Move.from_uci('c4c3')],[],f5e5,False,,51.58,"PovScore(Cp(-33), BLACK)"
1r4k1/6pp/3Np1b1/p1R1P3/6P1/P2pr2P/1P1R2K1/8 b - - 0 1,E_E_T 100 - T&T&S vs T&T&L,[Move.from_uci('b8f8')],[],e3g3,False,,112.043,"PovScore(Cp(+69), BLACK)"
4k1r1/pp2p2p/3pN1n1/2pP4/2P3P1/PP5P/8/5RK1 b - - 0 1,E_E_T 16b -  T&S vs T&S,[],[Move.from_uci('g6f8')],h7h6,,True,9.765,"PovScore(Cp(-69), BLACK)"
8/3k3p/1p2p3/p4p2/Pb1Pp3/2B3PP/1P3P2/5K2 w - - 0 1,E_E_T 26b -  L vs L,[],[Move.from_uci('c3b4')],c3b4,,False,12.809,"PovScore(Cp(+97), WHITE)"
8/1k6/8/Q7/7p/6p1/6pr/6Kb w - - 0 1,E_E_T 70b - D vs T&L&B,[Move.from_uci('a5c5')],[],a5b5,False,,5.624,"PovScore(Cp(+128), WHITE)"
