fen,id,expected_bm,expected_am,given_move,bm_success,am_success,time_s,score
r1b2rk1/ppbn1ppp/4p3/1QP4q/3P4/N4N2/5PPP/R1B2RK1 w - - 0 1,WAC.019,[Move.from_uci('c5c6')],[],h2h4,False,,177.435,"PovScore(Cp(-266), WHITE)"
r2qkb1r/1ppb1ppp/p7/4p3/P1Q1P3/2P5/5PPP/R1B2KNR b kq - 0 1,WAC.020,[Move.from_uci('d7b5')],[],d8h4,False,,225.907,"PovScore(Cp(-256), BLACK)"
5rk1/1b3p1p/pp3p2/3n1N2/1P6/P1qB1PP1/3Q3P/4R1K1 w - - 0 1,WAC.021,[Move.from_uci('d2h6')],[],d2g5,False,,21.83,"PovScore(Cp(+194), WHITE)"
r1bqk2r/ppp1nppp/4p3/n5N1/2BPp3/P1P5/2P2PPP/R1BQK2R w KQkq - 0 1,WAC.022,"[Move.from_uci('c4a2'), Move.from_uci('g5f7')]",[],d1h5,False,,144.461,"PovScore(Cp(+89), WHITE)"
r3nrk1/2p2p1p/p1p1b1p1/2NpPq2/3R4/P1N1Q3/1PP2PPP/4R1K1 w - - 0 1,WAC.023,[Move.from_uci('g2g4')],[],e3h3,False,,73.763,"PovScore(Cp(-27), WHITE)"
6k1/1b1nqpbp/pp4p1/5P2/1PN5/4Q3/P5PP/1B2B1K1 b - - 0 1,WAC.024,[Move.from_uci('g7d4')],[],g7d4,True,,39.983,"PovScore(Cp(+72), BLACK)"
3R1rk1/8/5Qpp/2p5/2P1p1q1/P3P3/1P2PK2/8 b - - 0 1,WAC.025,[Move.from_uci('g4h4')],[],g4h4,True,,26.029,"PovScore(Cp(+643), BLACK)"
3r2k1/1p1b1pp1/pq5p/8/3NR3/2PQ3P/PP3PP1/6K1 b - - 0 1,WAC.026,[Move.from_uci('d7f5')],[],g8f8,False,,47.89,"PovScore(Cp(+114), BLACK)"
7k/pp4np/2p3p1/3pN1q1/3P4/Q7/1r3rPP/2R2RK1 w - - 0 1,WAC.027,[Move.from_uci('a3f8')],[],a3f8,True,,15.086,"PovScore(Cp(+2429), WHITE)"
1r1r2k1/4pp1p/2p1b1p1/p3R3/RqBP4/4P3/1PQ2PPP/6K1 b - - 0 1,WAC.028,[Move.from_uci('b4e1')],[],b4e1,True,,113.239,"PovScore(Cp(+155), BLACK)"
r2q2k1/pp1rbppp/4pn2/2P5/1P3B2/6P1/P3QPBP/1R3RK1 w - - 0 1,WAC.029,[Move.from_uci('c5c6')],[],f4e5,False,,12.942,"PovScore(Cp(+32), WHITE)"
1r3r2/4q1kp/b1pp2p1/5p2/pPn1N3/6P1/P3PPBP/2QRR1K1 w - - 0 1,WAC.030,[Move.from_uci('e4d6')],[],c1h6,False,,30.594,"PovScore(Cp(+169), WHITE)"
rb3qk1/pQ3ppp/4p3/3P4/8/1P3N2/1P3PPP/3R2K1 w - - 0 1,WAC.031,"[Move.from_uci('b7a8'), Move.from_uci('d5d6'), Move.from_uci('d5e6')]",[],f3g5,False,,8.181,"PovScore(Cp(+395), WHITE)"
6k1/p4p1p/1p3np1/2q5/4p3/4P1N1/PP3PPP/3Q2K1 w - - 0 1,WAC.032,[Move.from_uci('d1d8')],[],d1d8,True,,5.491,"PovScore(Cp(+628), WHITE)"
8/p1q2pkp/2Pr2p1/8/P3Q3/6P1/5P1P/2R3K1 w - - 0 1,WAC.033,"[Move.from_uci('e4e5'), Move.from_uci('e4f4')]",[],e4g6,False,,22.784,"PovScore(Cp(+948), WHITE)"
7k/1b1r2p1/p6p/1p2qN2/3bP3/3Q4/P5PP/1B1R3K b - - 0 1,WAC.034,[Move.from_uci('d4g1')],[],e5h2,False,,80.41,"PovScore(Cp(+445), BLACK)"
r3r2k/2R3pp/pp1q1p2/8/3P3R/7P/PP3PP1/3Q2K1 w - - 0 1,WAC.035,[Move.from_uci('h4h7')],[],h4h7,True,,17.731,"PovScore(Cp(+134), WHITE)"
3r4/2p1rk2/1pQq1pp1/7p/1P1P4/P4P2/6PP/R1R3K1 b - - 0 1,WAC.036,[Move.from_uci('e7e1')],[],d6d4,False,,15.116,"PovScore(Cp(+574), BLACK)"
2r5/2rk2pp/1pn1pb2/pN1p4/P2P4/1N2B3/nPR1KPPP/3R4 b - - 0 1,WAC.037,[Move.from_uci('c6d4')],[],a2b4,False,,178.727,"PovScore(Cp(+38), BLACK)"
4k3/p4prp/1p6/2b5/8/2Q3P1/P2R1PKP/4q3 w - - 0 1,WAC.038,[Move.from_uci('d2d8')],[],d2d8,True,,21.717,"PovScore(Cp(+751), WHITE)"
r1br2k1/pp2bppp/2nppn2/8/2P1PB2/2N2P2/PqN1B1PP/R2Q1R1K w - - 0 1,WAC.039,[Move.from_uci('c3a4')],[],c3d5,False,,41.595,"PovScore(Cp(-1), WHITE)"
3r1r1k/1p4pp/p4p2/8/1PQR4/6Pq/P3PP2/2R3K1 b - - 0 1,WAC.040,[Move.from_uci('d8c8')],[],d8b8,False,,65.328,"PovScore(Cp(+944), BLACK)"
1k6/5RP1/1P6/1K6/6r1/8/8/8 w - - 0 1,WAC.041,"[Move.from_uci('b5a5'), Move.from_uci('b5c5')]",[],b5c6,False,,12.423,"PovScore(Cp(+1518), WHITE)"
r1b1r1k1/pp1n1pbp/1qp3p1/3p4/1B1P4/Q3PN2/PP2BPPP/R4RK1 w - - 0 1,WAC.042,[Move.from_uci('b4a5')],[],b4d6,False,,66.034,"PovScore(Cp(-22), WHITE)"
r2q3k/p2P3p/1p3p2/3QP1r1/8/B7/P5PP/2R3K1 w - - 0 1,WAC.043,"[Move.from_uci('a3e7'), Move.from_uci('d5a8')]",[],d5a8,True,,5.478,"PovScore(Cp(+1526), WHITE)"
3rb1k1/pq3pbp/4n1p1/3p4/2N5/2P2QB1/PP3PPP/1B1R2K1 b - - 0 1,WAC.044,[Move.from_uci('d5c4')],[],g8h8,False,,112.866,"PovScore(Cp(-62), BLACK)"
7k/2p1b1pp/8/1p2P3/1P3r2/2P3Q1/1P5P/R4qBK b - - 0 1,WAC.045,[Move.from_uci('f1a1')],[],e7g5,False,,42.321,"PovScore(Cp(+35), BLACK)"
r1bqr1k1/pp1nb1p1/4p2p/3p1p2/3P4/P1N1PNP1/1PQ2PP1/3RKB1R w K - 0 1,WAC.046,[Move.from_uci('c3b5')],[],c3a4,False,,37.884,"PovScore(Cp(+24), WHITE)"
r1b2rk1/pp2bppp/2n1pn2/q5B1/2BP4/2N2N2/PP2QPPP/2R2RK1 b - - 0 1,WAC.047,[Move.from_uci('c6d4')],[],h7h5,False,,137.785,"PovScore(Cp(+80), BLACK)"
1rbq1rk1/p1p1bppp/2p2n2/8/Q1BP4/2N5/PP3PPP/R1B2RK1 b - - 0 1,WAC.048,[Move.from_uci('b8b4')],[],d8d6,False,,120.284,"PovScore(Cp(+81), BLACK)"
2b3k1/4rrpp/p2p4/2pP2RQ/1pP1Pp1N/1P3P1P/1q6/6RK w - - 0 1,WAC.049,[Move.from_uci('h5h7')],[],h5h7,True,,7.47,"PovScore(Cp(+420), WHITE)"
k4r2/1R4pb/1pQp1n1p/3P4/5p1P/3P2P1/r1q1R2K/8 w - - 0 1,WAC.050,[Move.from_uci('b7b6')],[],b7b8,False,,31.332,"PovScore(Cp(+1283), WHITE)"
r1bq1r2/pp4k1/4p2p/3pPp1Q/3N1R1P/2PB4/6P1/6K1 w - - 0 1,WAC.051,[Move.from_uci('f4g4')],[],h5f5,False,,8.616,"PovScore(Cp(+729), WHITE)"
r1k5/1p3q2/1Qpb4/3N1p2/5Pp1/3P2Pp/PPPK3P/4R3 w - - 0 1,WAC.052,[Move.from_uci('e1e7')],[],d5e7,False,,16.52,"PovScore(Cp(+1829), WHITE)"
6k1/6p1/p7/3Pn3/5p2/4rBqP/P4RP1/5QK1 b - - 0 1,WAC.053,[Move.from_uci('e3e1')],[],e5f3,False,,43.104,"PovScore(Cp(+660), BLACK)"
r3kr2/1pp4p/1p1p4/7q/4P1n1/2PP2Q1/PP4P1/R1BB2K1 b q - 0 1,WAC.054,[Move.from_uci('h5h1')],[],h5h1,True,,7.409,"PovScore(Cp(+1254), BLACK)"
r3r1k1/pp1q1pp1/4b1p1/3p2B1/3Q1R2/8/PPP3PP/4R1K1 w - - 0 1,WAC.055,[Move.from_uci('d4g7')],[],f4f7,False,,30.813,"PovScore(Cp(+2085), WHITE)"
r1bqk2r/pppp1ppp/5n2/2b1n3/4P3/1BP3Q1/PP3PPP/RNB1K1NR b KQkq - 0 1,WAC.056,[Move.from_uci('c5f2')],[],e5g6,False,,157.93,"PovScore(Cp(-31), BLACK)"
r3q1kr/ppp5/3p2pQ/8/3PP1b1/5R2/PPP3P1/5RK1 w - - 0 1,WAC.057,[Move.from_uci('f3f8')],[],f3f8,True,,6.518,"PovScore(Cp(+1411), WHITE)"
8/8/2R5/1p2qp1k/1P2r3/2PQ2P1/5K2/8 w - - 0 1,WAC.058,[Move.from_uci('d3d1')],[],c6e6,False,,27.212,"PovScore(Cp(+675), WHITE)"
r1b2rk1/2p1qnbp/p1pp2p1/5p2/2PQP3/1PN2N1P/PB3PP1/3R1RK1 w - - 0 1,WAC.059,[Move.from_uci('c3d5')],[],c3d5,True,,19.871,"PovScore(Cp(+494), WHITE)"
rn1qr1k1/1p2np2/2p3p1/8/1pPb4/7Q/PB1P1PP1/2KR1B1R w - - 0 1,WAC.060,[Move.from_uci('h3h8')],[],h3h8,True,,3.945,"PovScore(Cp(+2026), WHITE)"
3qrbk1/ppp1r2n/3pP2p/3P4/2P4P/1P3Q2/PB6/R4R1K w - - 0 1,WAC.061,[Move.from_uci('f3f7')],[],f3f7,True,,5.708,"PovScore(Cp(+1375), WHITE)"
6r1/3Pn1qk/p1p1P1rp/2Q2p2/2P5/1P4P1/P3R2P/5RK1 b - - 0 1,WAC.062,[Move.from_uci('g6g3')],[],g7d4,False,,33.188,"PovScore(Cp(+540), BLACK)"
r1brnbk1/ppq2pp1/4p2p/4N3/3P4/P1PB1Q2/3B1PPP/R3R1K1 w - - 0 1,WAC.063,[Move.from_uci('e5f7')],[],f3f7,False,,7.089,"PovScore(Cp(+597), WHITE)"
8/6pp/3q1p2/3n1k2/1P6/3NQ2P/5PP1/6K1 w - - 0 1,WAC.064,[Move.from_uci('g2g4')],[],e3e6,False,,7.82,"PovScore(Cp(+1520), WHITE)"
1r1r1qk1/p2n1p1p/bp1Pn1pQ/2pNp3/2P2P1N/1P5B/P6P/3R1RK1 w - - 0 1,WAC.065,[Move.from_uci('d5e7')],[],d5e7,True,,6.111,"PovScore(Cp(+1562), WHITE)"
1k1r2r1/ppq5/1bp4p/3pQ3/8/2P2N2/PP4P1/R4R1K b - - 0 1,WAC.066,[Move.from_uci('c7e5')],[],b6a5,False,,66.726,"PovScore(Cp(-189), BLACK)"
3r2k1/p2q4/1p4p1/3rRp1p/5P1P/6PK/P3R3/3Q4 w - - 0 1,WAC.067,[Move.from_uci('e5d5')],[],d1d5,False,,4.409,"PovScore(Cp(+728), WHITE)"
6k1/5ppp/1q6/2b5/8/2R1pPP1/1P2Q2P/7K w - - 0 1,WAC.068,[Move.from_uci('e2e3')],[],e2e3,True,,9.714,"PovScore(Cp(+612), WHITE)"
2k5/pppr4/4R3/4Q3/2pp2q1/8/PPP2PPP/6K1 w - - 0 1,WAC.069,"[Move.from_uci('f2f3'), Move.from_uci('h2h3')]",[],e6e8,False,,7.652,"PovScore(Cp(+2307), WHITE)"
2kr3r/pppq1ppp/3p1n2/bQ2p3/1n1PP3/1PN1BN1P/1PP2PP1/2KR3R b - - 0 1,WAC.070,[Move.from_uci('b4a2')],[],b4a2,True,,307.705,"PovScore(Cp(+73), BLACK)"
2kr3r/pp1q1ppp/5n2/1Nb5/2Pp1B2/7Q/P4PPP/1R3RK1 w - - 0 1,WAC.071,[Move.from_uci('b5a7')],[],b5a7,True,,16.537,"PovScore(Cp(+390), WHITE)"
r3r1k1/pp1n1ppp/2p5/4Pb2/2B2P2/B1P5/P5PP/R2R2K1 w - - 0 1,WAC.072,[Move.from_uci('e5e6')],[],c4e6,False,,19.375,"PovScore(Cp(+94), WHITE)"
r1q3rk/1ppbb1p1/4Np1p/p3pP2/P3P3/2N4R/1PP1Q1PP/3R2K1 w - - 0 1,WAC.073,[Move.from_uci('e2d2')],[],e2d2,True,,29.255,"PovScore(Cp(+248), WHITE)"
5r1k/pp4pp/2p5/2b1P3/4Pq2/1PB1p3/P3Q1PP/3N2K1 b - - 0 1,WAC.074,[Move.from_uci('f4f1')],[],a7a6,False,,136.527,"PovScore(Cp(+140), BLACK)"
r3r1k1/pppq1ppp/8/8/1Q4n1/7P/PPP2PP1/RNB1R1K1 b - - 0 1,WAC.075,[Move.from_uci('d7d6')],[],d7d2,False,,64.894,"PovScore(Cp(+74), BLACK)"
r1b1qrk1/2p2ppp/pb1pnn2/1p2pNB1/3PP3/1BP5/PP2QPPP/RN1R2K1 w - - 0 1,WAC.076,[Move.from_uci('g5f6')],[],f5h6,False,,51.246,"PovScore(Cp(+47), WHITE)"
3r2k1/ppp2ppp/6q1/b4n2/3nQB2/2p5/P4PPP/RN3RK1 b - - 0 1,WAC.077,[Move.from_uci('f5g3')],[],d4f3,False,,46.993,"PovScore(Cp(+734), BLACK)"
r2q3r/ppp2k2/4nbp1/5Q1p/2P1NB2/8/PP3P1P/3RR1K1 w - - 0 1,WAC.078,[Move.from_uci('e4g5')],[],d1d7,False,,19.799,"PovScore(Cp(+1434), WHITE)"
r3k2r/pbp2pp1/3b1n2/1p6/3P3p/1B2N1Pq/PP1PQP1P/R1B2RK1 b kq - 0 1,WAC.079,[Move.from_uci('h3h2')],[],e8d8,False,,2000.893,"PovScore(Cp(+285), BLACK)"
r4rk1/p1B1bpp1/1p2pn1p/8/2PP4/3B1P2/qP2QP1P/3R1RK1 w - - 0 1,WAC.080,[Move.from_uci('d1a1')],[],c7e5,False,,13.041,"PovScore(Cp(+27), WHITE)"
r4rk1/1bR1bppp/4pn2/1p2N3/1P6/P3P3/4BPPP/3R2K1 b - - 0 1,WAC.081,[Move.from_uci('e7d6')],[],f6d7,False,,104.809,"PovScore(Cp(-111), BLACK)"
3rr1k1/pp3pp1/4b3/8/2P1B2R/6QP/P3q1P1/5R1K w - - 0 1,WAC.082,[Move.from_uci('e4h7')],[],h4h8,False,,5.526,"PovScore(Cp(+2984), WHITE)"
3rr1k1/ppqbRppp/2p5/8/3Q1n2/2P3N1/PPB2PPP/3R2K1 w - - 0 1,WAC.083,[Move.from_uci('d4d7')],[],e7e8,False,,20.96,"PovScore(Cp(+1724), WHITE)"
r2q1r1k/2p1b1pp/p1n5/1p1Q1bN1/4n3/1BP1B3/PP3PPP/R4RK1 w - - 0 1,WAC.084,[Move.from_uci('d5g8')],[],d5g8,True,,9.363,"PovScore(Cp(+1518), WHITE)"
kr2R3/p4r2/2pq4/2N2p1p/3P2p1/Q5P1/5P1P/5BK1 w - - 0 1,WAC.085,[Move.from_uci('c5a6')],[],f1g2,False,,61.015,"PovScore(Cp(+934), WHITE)"
8/p7/1ppk1n2/5ppp/P1PP4/2P1K1P1/5N1P/8 b - - 0 1,WAC.086,[Move.from_uci('f6g4')],[],f6g4,True,,31.191,"PovScore(Cp(+22), BLACK)"
8/p3k1p1/4r3/2ppNpp1/PP1P4/2P3KP/5P2/8 b - - 0 1,WAC.087,[Move.from_uci('e6e5')],[],e6e5,True,,10.043,"PovScore(Cp(+261), BLACK)"
r6k/p1Q4p/2p1b1rq/4p3/B3P3/4P3/PPP3P1/4RRK1 b - - 0 1,WAC.088,[Move.from_uci('g6g2')],[],h6h2,False,,25.287,"PovScore(Cp(+696), BLACK)"
1r3b1k/p4rpp/4pp2/3q4/2ppbPPQ/6RK/PP5P/2B1NR2 b - - 0 1,WAC.089,[Move.from_uci('g7g5')],[],e4g2,False,,8.614,"PovScore(Cp(+830), BLACK)"
3qrrk1/1pp2pp1/1p2bn1p/5N2/2P5/P1P3B1/1P4PP/2Q1RRK1 w - - 0 1,WAC.090,[Move.from_uci('f5g7')],[],f5e7,False,,45.999,"PovScore(Cp(+237), WHITE)"
2qr2k1/4b1p1/2p2p1p/1pP1p3/p2nP3/PbQNB1PP/1P3PK1/4RB2 b - - 0 1,WAC.091,[Move.from_uci('b3e6')],[],b3d5,False,,314.78,"PovScore(Cp(+58), BLACK)"
r4rk1/1p2ppbp/p2pbnp1/q7/3BPPP1/2N2B2/PPP4P/R2Q1RK1 b - - 0 1,WAC.092,[Move.from_uci('e6g4')],[],a5h5,False,,45.544,"PovScore(Cp(+230), BLACK)"
r1b1k1nr/pp3pQp/4pq2/3pn3/8/P1P5/2P2PPP/R1B1KBNR w KQkq - 0 1,WAC.093,[Move.from_uci('c1h6')],[],g7f8,False,,21.979,"PovScore(Cp(-3), WHITE)"
8/k7/p7/3Qp2P/n1P5/3KP3/1q6/8 b - - 0 1,WAC.094,[Move.from_uci('e5e4')],[],b2c2,False,,25.946,"PovScore(Cp(+1196), BLACK)"
2r5/1r6/4pNpk/3pP1qp/8/2P1QP2/5PK1/R7 w - - 0 1,WAC.095,[Move.from_uci('f6g4')],[],e3g5,False,,8.381,"PovScore(Cp(+136), WHITE)"
r1b4k/ppp2Bb1/6Pp/3pP3/1qnP1p1Q/8/PPP3P1/1K1R3R w - - 0 1,WAC.096,[Move.from_uci('h4d8')],[],h4d8,True,,64.131,"PovScore(Cp(+304), WHITE)"
6k1/5p2/p5np/4B3/3P4/1PP1q3/P3r1QP/6RK w - - 0 1,WAC.097,[Move.from_uci('g2a8')],[],g2g6,False,,37.776,"PovScore(Cp(+866), WHITE)"
1r3rk1/5pb1/p2p2p1/Q1n1q2p/1NP1P3/3p1P1B/PP1R3P/1K2R3 b - - 0 1,WAC.098,[Move.from_uci('c5e4')],[],c5e4,True,,279.409,"PovScore(Cp(+182), BLACK)"
r1bq1r1k/1pp1Np1p/p2p2pQ/4R3/n7/8/PPPP1PPP/R1B3K1 w - - 0 1,WAC.099,[Move.from_uci('e5h5')],[],e7g6,False,,9.11,"PovScore(Cp(+1800), WHITE)"
8/k1b5/P4p2/1Pp2p1p/K1P2P1P/8/3B4/8 w - - 0 1,WAC.100,[Move.from_uci('b5b6')],[],d2a5,False,,6.39,"PovScore(Cp(+742), WHITE)"
5rk1/p5pp/8/8/2Pbp3/1P4P1/7P/4RN1K b - - 0 1,WAC.101,[Move.from_uci('d4c3')],[],f8f1,False,,18.8,"PovScore(Cp(+608), BLACK)"
2Q2n2/2R4p/1p1qpp1k/8/3P3P/3B2P1/5PK1/r7 w - - 0 1,WAC.102,[Move.from_uci('c8f8')],[],c8f8,True,,16.93,"PovScore(Cp(+438), WHITE)"
6k1/2pb1r1p/3p1PpQ/p1nPp3/1q2P3/2N2P2/PrB5/2K3RR w - - 0 1,WAC.103,[Move.from_uci('h6g6')],[],g1g6,False,,20.845,"PovScore(Cp(+1165), WHITE)"
b4r1k/pq2rp2/1p1bpn1p/3PN2n/2P2P2/P2B3K/1B2Q2N/3R2R1 w - - 0 1,WAC.104,[Move.from_uci('e2h5')],[],e2h5,True,,43.21,"PovScore(Cp(+2161), WHITE)"
r2r2k1/pb3ppp/1p1bp3/7q/3n2nP/PP1B2P1/1B1N1P2/RQ2NRK1 b - - 0 1,WAC.105,[Move.from_uci('h5h4')],[],d4f3,False,,226.984,"PovScore(Cp(+96), BLACK)"
4rrk1/pppb4/7p/3P2pq/3Qn3/P5P1/1PP4P/R3RNNK b - - 0 1,WAC.106,[Move.from_uci('e4f2')],[],d7h3,False,,321.445,"PovScore(Cp(+343), BLACK)"
5n2/pRrk2p1/P4p1p/4p3/3N4/5P2/6PP/6K1 w - - 0 1,WAC.107,[Move.from_uci('d4b5')],[],d4b5,True,,2.872,"PovScore(Cp(+1482), WHITE)"
r5k1/1q4pp/2p5/p1Q5/2P5/5R2/4RKPP/r7 w - - 0 1,WAC.108,[Move.from_uci('c5e5')],[],c5f8,False,,5.472,"PovScore(Cp(+2082), WHITE)"
rn2k1nr/pbp2ppp/3q4/1p2N3/2p5/QP6/PB1PPPPP/R3KB1R b KQkq - 0 1,WAC.109,[Move.from_uci('c4c3')],[],b7f3,False,,155.913,"PovScore(Cp(+233), BLACK)"
2kr4/bp3p2/p2p2b1/P7/2q5/1N4B1/1PPQ2P1/2KR4 b - - 0 1,WAC.110,[Move.from_uci('a7e3')],[],a7e3,True,,36.977,"PovScore(Cp(+167), BLACK)"
6k1/p5p1/5p2/2P2Q2/3pN2p/3PbK1P/7P/6q1 b - - 0 1,WAC.111,[Move.from_uci('g1f1')],[],g1d1,False,,15.987,"PovScore(Cp(+17), BLACK)"
r4kr1/ppp5/4bq1b/7B/2PR1Q1p/2N3P1/PP3P1P/2K1R3 w - - 0 1,WAC.112,[Move.from_uci('e1e6')],[],e1e3,False,,104.754,"PovScore(Cp(+199), WHITE)"
rnbqkb1r/1p3ppp/5N2/1p2p1B1/2P5/8/PP2PPPP/R2QKB1R b KQkq - 0 1,WAC.113,[Move.from_uci('d8f6')],[],e8e7,False,,46.495,"PovScore(Cp(-69), BLACK)"
r1b1rnk1/1p4pp/p1p2p2/3pN2n/3P1PPq/2NBPR1P/PPQ5/2R3K1 w - - 0 1,WAC.114,[Move.from_uci('d3h7')],[],d3h7,True,,16.133,"PovScore(Cp(+504), WHITE)"
4N2k/5rpp/1Q6/p3q3/8/P5P1/1P3P1P/5K2 w - - 0 1,WAC.115,[Move.from_uci('e8d6')],[],e8d6,True,,63.767,"PovScore(Cp(+857), WHITE)"
r2r2k1/2p2ppp/p7/1p2P1n1/P6q/5P2/1PB1QP1P/R5RK b - - 0 1,WAC.116,[Move.from_uci('d8d2')],[],h4f2,False,,178.402,"PovScore(Cp(+245), BLACK)"
3r1rk1/q4ppp/p1Rnp3/8/1p6/1N3P2/PP3QPP/3R2K1 b - - 0 1,WAC.117,[Move.from_uci('d6e4')],[],d6e4,True,,46.971,"PovScore(Cp(+119), BLACK)"
r5k1/pb2rpp1/1p6/2p4q/5R2/2PB2Q1/P1P3PP/5R1K w - - 0 1,WAC.118,[Move.from_uci('f4h4')],[],g3g7,False,,84.333,"PovScore(Cp(+786), WHITE)"
r2qr1k1/p1p2ppp/2p5/2b5/4nPQ1/3B4/PPP3PP/R1B2R1K b - - 0 1,WAC.119,[Move.from_uci('d8d3')],[],e4f2,False,,38.55,"PovScore(Cp(+356), BLACK)"
r4rk1/1bn2qnp/3p1B1Q/p2P1pP1/1pp5/5N1P/PPB2P2/2KR3R w - - 0 1,WAC.120,[Move.from_uci('g5g6')],[],f6c3,False,,67.976,"PovScore(Cp(+594), WHITE)"
6k1/5p1p/2bP2pb/4p3/2P5/1p1pNPPP/1P1Q1BK1/1q6 b - - 0 1,WAC.121,[Move.from_uci('c6f3')],[],e5e4,False,,106.378,"PovScore(Cp(+167), BLACK)"
1k6/ppp4p/1n2pq2/1N2Rb2/2P2Q2/8/P4KPP/3r1B2 b - - 0 1,WAC.122,[Move.from_uci('d1f1')],[],b6d7,False,,394.715,"PovScore(Cp(+229), BLACK)"
6k1/1b2rp2/1p4p1/3P4/PQ4P1/2N2q2/5P2/3R2K1 b - - 0 1,WAC.123,"[Move.from_uci('b7d5'), Move.from_uci('e7c7')]",[],f3g2,False,,64.687,"PovScore(Cp(+1160), BLACK)"
6k1/3r4/2R5/P5P1/1P4p1/8/4rB2/6K1 b - - 0 1,WAC.124,[Move.from_uci('g4g3')],[],d7d1,False,,32.221,"PovScore(Cp(+103), BLACK)"
r1bqr1k1/pp3ppp/1bp5/3n4/3B4/2N2P1P/PPP1B1P1/R2Q1RK1 b - - 0 1,WAC.125,[Move.from_uci('b6d4')],[],d8h4,False,,98.636,"PovScore(Cp(+97), BLACK)"
