fen,id,expected_bm,expected_am,given_move,bm_success,am_success,time_s,score
r2q3k/p2P3p/1p3p2/3QP1r1/8/B7/P5PP/2R3K1 w - - 0 1,WAC.043,"[Move.from_uci('a3e7'), Move.from_uci('d5a8')]",[],d5a8,True,,9.77,+979
3rb1k1/pq3pbp/4n1p1/3p4/2N5/2P2QB1/PP3PPP/1B1R2K1 b - - 0 1,WAC.044,[Move.from_uci('d5c4')],[],e6c5,False,,94.867,-67
7k/2p1b1pp/8/1p2P3/1P3r2/2P3Q1/1P5P/R4qBK b - - 0 1,WAC.045,[Move.from_uci('f1a1')],[],f1a1,True,,82.916,+112
r1bqr1k1/pp1nb1p1/4p2p/3p1p2/3P4/P1N1PNP1/1PQ2PP1/3RKB1R w K - 0 1,WAC.046,[Move.from_uci('c3b5')],[],a3a4,False,,50.989,+50
r1b2rk1/pp2bppp/2n1pn2/q5B1/2BP4/2N2N2/PP2QPPP/2R2RK1 b - - 0 1,WAC.047,[Move.from_uci('c6d4')],[],a5c7,False,,133.585,+99
1rbq1rk1/p1p1bppp/2p2n2/8/Q1BP4/2N5/PP3PPP/R1B2RK1 b - - 0 1,WAC.048,[Move.from_uci('b8b4')],[],b8b4,True,,133.373,+40
2b3k1/4rrpp/p2p4/2pP2RQ/1pP1Pp1N/1P3P1P/1q6/6RK w - - 0 1,WAC.049,[Move.from_uci('h5h7')],[],h5h7,True,,7.338,+476
k4r2/1R4pb/1pQp1n1p/3P4/5p1P/3P2P1/r1q1R2K/8 w - - 0 1,WAC.050,[Move.from_uci('b7b6')],[],b7g7,False,,11.684,+1221
r1bq1r2/pp4k1/4p2p/3pPp1Q/3N1R1P/2PB4/6P1/6K1 w - - 0 1,WAC.051,[Move.from_uci('f4g4')],[],h5g6,False,,9.684,+871
r1k5/1p3q2/1Qpb4/3N1p2/5Pp1/3P2Pp/PPPK3P/4R3 w - - 0 1,WAC.052,[Move.from_uci('e1e7')],[],d5e7,False,,9.067,+1324
6k1/6p1/p7/3Pn3/5p2/4rBqP/P4RP1/5QK1 b - - 0 1,WAC.053,[Move.from_uci('e3e1')],[],g3f2,False,,40.6,+607
r3kr2/1pp4p/1p1p4/7q/4P1n1/2PP2Q1/PP4P1/R1BB2K1 b q - 0 1,WAC.054,[Move.from_uci('h5h1')],[],f8f1,False,,4.724,+2009
r3r1k1/pp1q1pp1/4b1p1/3p2B1/3Q1R2/8/PPP3PP/4R1K1 w - - 0 1,WAC.055,[Move.from_uci('d4g7')],[],f4h4,False,,28.684,+805
r1bqk2r/pppp1ppp/5n2/2b1n3/4P3/1BP3Q1/PP3PPP/RNB1K1NR b KQkq - 0 1,WAC.056,[Move.from_uci('c5f2')],[],c5f2,True,,168.347,-79
r3q1kr/ppp5/3p2pQ/8/3PP1b1/5R2/PPP3P1/5RK1 w - - 0 1,WAC.057,[Move.from_uci('f3f8')],[],f3f8,True,,7.164,+1668
8/8/2R5/1p2qp1k/1P2r3/2PQ2P1/5K2/8 w - - 0 1,WAC.058,[Move.from_uci('d3d1')],[],d3e4,False,,21.686,+682
r1b2rk1/2p1qnbp/p1pp2p1/5p2/2PQP3/1PN2N1P/PB3PP1/3R1RK1 w - - 0 1,WAC.059,[Move.from_uci('c3d5')],[],d4g7,False,,12.779,+473
rn1qr1k1/1p2np2/2p3p1/8/1pPb4/7Q/PB1P1PP1/2KR1B1R w - - 0 1,WAC.060,[Move.from_uci('h3h8')],[],h3h8,True,,4.307,+2583
3qrbk1/ppp1r2n/3pP2p/3P4/2P4P/1P3Q2/PB6/R4R1K w - - 0 1,WAC.061,[Move.from_uci('f3f7')],[],f3f7,True,,4.134,+1828
6r1/3Pn1qk/p1p1P1rp/2Q2p2/2P5/1P4P1/P3R2P/5RK1 b - - 0 1,WAC.062,[Move.from_uci('g6g3')],[],g7d4,False,,27.589,+717
r1brnbk1/ppq2pp1/4p2p/4N3/3P4/P1PB1Q2/3B1PPP/R3R1K1 w - - 0 1,WAC.063,[Move.from_uci('e5f7')],[],f3f7,False,,7.87,+625
8/6pp/3q1p2/3n1k2/1P6/3NQ2P/5PP1/6K1 w - - 0 1,WAC.064,[Move.from_uci('g2g4')],[],e3e5,False,,5.453,+2293
1r1r1qk1/p2n1p1p/bp1Pn1pQ/2pNp3/2P2P1N/1P5B/P6P/3R1RK1 w - - 0 1,WAC.065,[Move.from_uci('d5e7')],[],d5e7,True,,7.244,+1341
1k1r2r1/ppq5/1bp4p/3pQ3/8/2P2N2/PP4P1/R4R1K b - - 0 1,WAC.066,[Move.from_uci('c7e5')],[],b6a5,False,,50.944,-97
3r2k1/p2q4/1p4p1/3rRp1p/5P1P/6PK/P3R3/3Q4 w - - 0 1,WAC.067,[Move.from_uci('e5d5')],[],d1d5,False,,4.869,+811
6k1/5ppp/1q6/2b5/8/2R1pPP1/1P2Q2P/7K w - - 0 1,WAC.068,[Move.from_uci('e2e3')],[],e2c2,False,,9.778,+350
2k5/pppr4/4R3/4Q3/2pp2q1/8/PPP2PPP/6K1 w - - 0 1,WAC.069,"[Move.from_uci('f2f3'), Move.from_uci('h2h3')]",[],e6e8,False,,9.444,+2208
2kr3r/pppq1ppp/3p1n2/bQ2p3/1n1PP3/1PN1BN1P/1PP2PP1/2KR3R b - - 0 1,WAC.070,[Move.from_uci('b4a2')],[],b4a2,True,,313.406,+98
2kr3r/pp1q1ppp/5n2/1Nb5/2Pp1B2/7Q/P4PPP/1R3RK1 w - - 0 1,WAC.071,[Move.from_uci('b5a7')],[],b5a7,True,,12.165,+316
r3r1k1/pp1n1ppp/2p5/4Pb2/2B2P2/B1P5/P5PP/R2R2K1 w - - 0 1,WAC.072,[Move.from_uci('e5e6')],[],d1d7,False,,21.098,+223
r1q3rk/1ppbb1p1/4Np1p/p3pP2/P3P3/2N4R/1PP1Q1PP/3R2K1 w - - 0 1,WAC.073,[Move.from_uci('e2d2')],[],e2g4,False,,74.201,+337
5r1k/pp4pp/2p5/2b1P3/4Pq2/1PB1p3/P3Q1PP/3N2K1 b - - 0 1,WAC.074,[Move.from_uci('f4f1')],[],f4f1,True,,21.063,+171
r3r1k1/pppq1ppp/8/8/1Q4n1/7P/PPP2PP1/RNB1R1K1 b - - 0 1,WAC.075,[Move.from_uci('d7d6')],[],d7d2,False,,53.148,+194
r1b1qrk1/2p2ppp/pb1pnn2/1p2pNB1/3PP3/1BP5/PP2QPPP/RN1R2K1 w - - 0 1,WAC.076,[Move.from_uci('g5f6')],[],f5h6,False,,37.117,+65
3r2k1/ppp2ppp/6q1/b4n2/3nQB2/2p5/P4PPP/RN3RK1 b - - 0 1,WAC.077,[Move.from_uci('f5g3')],[],d4f3,False,,124.487,+474
r2q3r/ppp2k2/4nbp1/5Q1p/2P1NB2/8/PP3P1P/3RR1K1 w - - 0 1,WAC.078,[Move.from_uci('e4g5')],[],d1d7,False,,19.23,+1466
r3k2r/pbp2pp1/3b1n2/1p6/3P3p/1B2N1Pq/PP1PQP1P/R1B2RK1 b kq - 0 1,WAC.079,[Move.from_uci('h3h2')],[],b7e4,False,,809.069,+144
r4rk1/p1B1bpp1/1p2pn1p/8/2PP4/3B1P2/qP2QP1P/3R1RK1 w - - 0 1,WAC.080,[Move.from_uci('d1a1')],[],c7g3,False,,21.086,-5
r4rk1/1bR1bppp/4pn2/1p2N3/1P6/P3P3/4BPPP/3R2K1 b - - 0 1,WAC.081,[Move.from_uci('e7d6')],[],f6d5,False,,149.298,-40
3rr1k1/pp3pp1/4b3/8/2P1B2R/6QP/P3q1P1/5R1K w - - 0 1,WAC.082,[Move.from_uci('e4h7')],[],h4h8,False,,5.796,+2638
3rr1k1/ppqbRppp/2p5/8/3Q1n2/2P3N1/PPB2PPP/3R2K1 w - - 0 1,WAC.083,[Move.from_uci('d4d7')],[],e7e8,False,,18.419,+1785
r2q1r1k/2p1b1pp/p1n5/1p1Q1bN1/4n3/1BP1B3/PP3PPP/R4RK1 w - - 0 1,WAC.084,[Move.from_uci('d5g8')],[],d5g8,True,,12.022,+1117
kr2R3/p4r2/2pq4/2N2p1p/3P2p1/Q5P1/5P1P/5BK1 w - - 0 1,WAC.085,[Move.from_uci('c5a6')],[],e8b8,False,,21.831,+1168
8/p7/1ppk1n2/5ppp/P1PP4/2P1K1P1/5N1P/8 b - - 0 1,WAC.086,[Move.from_uci('f6g4')],[],f6g4,True,,19.285,+194
8/p3k1p1/4r3/2ppNpp1/PP1P4/2P3KP/5P2/8 b - - 0 1,WAC.087,[Move.from_uci('e6e5')],[],e6e5,True,,17.791,+175
r6k/p1Q4p/2p1b1rq/4p3/B3P3/4P3/PPP3P1/4RRK1 b - - 0 1,WAC.088,[Move.from_uci('g6g2')],[],h6h1,False,,22.684,+761
1r3b1k/p4rpp/4pp2/3q4/2ppbPPQ/6RK/PP5P/2B1NR2 b - - 0 1,WAC.089,[Move.from_uci('g7g5')],[],g7g5,True,,77.017,+274
3qrrk1/1pp2pp1/1p2bn1p/5N2/2P5/P1P3B1/1P4PP/2Q1RRK1 w - - 0 1,WAC.090,[Move.from_uci('f5g7')],[],c1h6,False,,55.644,+468
2qr2k1/4b1p1/2p2p1p/1pP1p3/p2nP3/PbQNB1PP/1P3PK1/4RB2 b - - 0 1,WAC.091,[Move.from_uci('b3e6')],[],d4c2,False,,154.219,+109
r4rk1/1p2ppbp/p2pbnp1/q7/3BPPP1/2N2B2/PPP4P/R2Q1RK1 b - - 0 1,WAC.092,[Move.from_uci('e6g4')],[],a5h5,False,,50.464,+150
r1b1k1nr/pp3pQp/4pq2/3pn3/8/P1P5/2P2PPP/R1B1KBNR w KQkq - 0 1,WAC.093,[Move.from_uci('c1h6')],[],g7f8,False,,17.19,0
8/k7/p7/3Qp2P/n1P5/3KP3/1q6/8 b - - 0 1,WAC.094,[Move.from_uci('e5e4')],[],b2c2,False,,18.811,+1490
2r5/1r6/4pNpk/3pP1qp/8/2P1QP2/5PK1/R7 w - - 0 1,WAC.095,[Move.from_uci('f6g4')],[],f6g4,True,,10.473,+125
r1b4k/ppp2Bb1/6Pp/3pP3/1qnP1p1Q/8/PPP3P1/1K1R3R w - - 0 1,WAC.096,[Move.from_uci('h4d8')],[],h4d8,True,,45.435,+416
6k1/5p2/p5np/4B3/3P4/1PP1q3/P3r1QP/6RK w - - 0 1,WAC.097,[Move.from_uci('g2a8')],[],g2g6,False,,54.038,+814
1r3rk1/5pb1/p2p2p1/Q1n1q2p/1NP1P3/3p1P1B/PP1R3P/1K2R3 b - - 0 1,WAC.098,[Move.from_uci('c5e4')],[],c5e4,True,,160.412,+203
r1bq1r1k/1pp1Np1p/p2p2pQ/4R3/n7/8/PPPP1PPP/R1B3K1 w - - 0 1,WAC.099,[Move.from_uci('e5h5')],[],e7g6,False,,10.691,+1694
8/k1b5/P4p2/1Pp2p1p/K1P2P1P/8/3B4/8 w - - 0 1,WAC.100,[Move.from_uci('b5b6')],[],d2a5,False,,6.112,+671
5rk1/p5pp/8/8/2Pbp3/1P4P1/7P/4RN1K b - - 0 1,WAC.101,[Move.from_uci('d4c3')],[],f8f1,False,,15.591,+701
2Q2n2/2R4p/1p1qpp1k/8/3P3P/3B2P1/5PK1/r7 w - - 0 1,WAC.102,[Move.from_uci('c8f8')],[],c8f8,True,,13.522,+486
6k1/2pb1r1p/3p1PpQ/p1nPp3/1q2P3/2N2P2/PrB5/2K3RR w - - 0 1,WAC.103,[Move.from_uci('h6g6')],[],g1g6,False,,10.909,+745
b4r1k/pq2rp2/1p1bpn1p/3PN2n/2P2P2/P2B3K/1B2Q2N/3R2R1 w - - 0 1,WAC.104,[Move.from_uci('e2h5')],[],e2h5,True,,63.555,+2000
r2r2k1/pb3ppp/1p1bp3/7q/3n2nP/PP1B2P1/1B1N1P2/RQ2NRK1 b - - 0 1,WAC.105,[Move.from_uci('h5h4')],[],b7e4,False,,144.268,+93
4rrk1/pppb4/7p/3P2pq/3Qn3/P5P1/1PP4P/R3RNNK b - - 0 1,WAC.106,[Move.from_uci('e4f2')],[],e4g3,False,,33.379,+644
5n2/pRrk2p1/P4p1p/4p3/3N4/5P2/6PP/6K1 w - - 0 1,WAC.107,[Move.from_uci('d4b5')],[],d4b5,True,,4.384,+1114
r5k1/1q4pp/2p5/p1Q5/2P5/5R2/4RKPP/r7 w - - 0 1,WAC.108,[Move.from_uci('c5e5')],[],c5f8,False,,5.179,+2756
rn2k1nr/pbp2ppp/3q4/1p2N3/2p5/QP6/PB1PPPPP/R3KB1R b KQkq - 0 1,WAC.109,[Move.from_uci('c4c3')],[],d6d3,False,,85.169,+349
2kr4/bp3p2/p2p2b1/P7/2q5/1N4B1/1PPQ2P1/2KR4 b - - 0 1,WAC.110,[Move.from_uci('a7e3')],[],a7e3,True,,51.75,+231
6k1/p5p1/5p2/2P2Q2/3pN2p/3PbK1P/7P/6q1 b - - 0 1,WAC.111,[Move.from_uci('g1f1')],[],g1d1,False,,24.326,-5
r4kr1/ppp5/4bq1b/7B/2PR1Q1p/2N3P1/PP3P1P/2K1R3 w - - 0 1,WAC.112,[Move.from_uci('e1e6')],[],f4h6,False,,92.664,+68
rnbqkb1r/1p3ppp/5N2/1p2p1B1/2P5/8/PP2PPPP/R2QKB1R b KQkq - 0 1,WAC.113,[Move.from_uci('d8f6')],[],e8e7,False,,37.252,-80
r1b1rnk1/1p4pp/p1p2p2/3pN2n/3P1PPq/2NBPR1P/PPQ5/2R3K1 w - - 0 1,WAC.114,[Move.from_uci('d3h7')],[],d3h7,True,,23.462,+485
4N2k/5rpp/1Q6/p3q3/8/P5P1/1P3P1P/5K2 w - - 0 1,WAC.115,[Move.from_uci('e8d6')],[],e8d6,True,,81.234,+223
r2r2k1/2p2ppp/p7/1p2P1n1/P6q/5P2/1PB1QP1P/R5RK b - - 0 1,WAC.116,[Move.from_uci('d8d2')],[],g8f8,False,,570.506,+139
3r1rk1/q4ppp/p1Rnp3/8/1p6/1N3P2/PP3QPP/3R2K1 b - - 0 1,WAC.117,[Move.from_uci('d6e4')],[],d6e4,True,,58.145,+75
r5k1/pb2rpp1/1p6/2p4q/5R2/2PB2Q1/P1P3PP/5R1K w - - 0 1,WAC.118,[Move.from_uci('f4h4')],[],g3g7,False,,48.276,+882
r2qr1k1/p1p2ppp/2p5/2b5/4nPQ1/3B4/PPP3PP/R1B2R1K b - - 0 1,WAC.119,[Move.from_uci('d8d3')],[],e4f2,False,,172.205,+56
r4rk1/1bn2qnp/3p1B1Q/p2P1pP1/1pp5/5N1P/PPB2P2/2KR3R w - - 0 1,WAC.120,[Move.from_uci('g5g6')],[],h6h7,False,,7.681,+709
6k1/5p1p/2bP2pb/4p3/2P5/1p1pNPPP/1P1Q1BK1/1q6 b - - 0 1,WAC.121,[Move.from_uci('c6f3')],[],c6f3,True,,113.204,+108
1k6/ppp4p/1n2pq2/1N2Rb2/2P2Q2/8/P4KPP/3r1B2 b - - 0 1,WAC.122,[Move.from_uci('d1f1')],[],f6h4,False,,252.024,+331
6k1/1b2rp2/1p4p1/3P4/PQ4P1/2N2q2/5P2/3R2K1 b - - 0 1,WAC.123,"[Move.from_uci('b7d5'), Move.from_uci('e7c7')]",[],e7e8,False,,49.542,+543
6k1/3r4/2R5/P5P1/1P4p1/8/4rB2/6K1 b - - 0 1,WAC.124,[Move.from_uci('g4g3')],[],d7d1,False,,30.113,+121
r1bqr1k1/pp3ppp/1bp5/3n4/3B4/2N2P1P/PPP1B1P1/R2Q1RK1 b - - 0 1,WAC.125,[Move.from_uci('b6d4')],[],d5b4,False,,113.839,+91
r5r1/pQ5p/1qp2R2/2k1p3/4P3/2PP4/P1P3PP/6K1 w - - 0 1,WAC.126,[Move.from_uci('f6c6')],[],b7c6,False,,31.072,+1724
2k4r/1pr1n3/p1p1q2p/5pp1/3P1P2/P1P1P3/1R2Q1PP/1RB3K1 w - - 0 1,WAC.127,[Move.from_uci('b2b7')],[],e3e4,False,,84.925,-57
6rk/1pp2Qrp/3p1B2/1pb1p2R/3n1q2/3P4/PPP3PP/R6K w - - 0 1,WAC.128,[Move.from_uci('f7g6')],[],f6g7,False,,9.762,+2162
3r1r1k/1b2b1p1/1p5p/2p1Pp2/q1B2P2/4P2P/1BR1Q2K/6R1 b - - 0 1,WAC.129,[Move.from_uci('b7f3')],[],e7h4,False,,50.533,+87
6k1/1pp3q1/5r2/1PPp4/3P1pP1/3Qn2P/3B4/4R1K1 b - - 0 1,WAC.130,"[Move.from_uci('g7h6'), Move.from_uci('g7h8')]",[],f4f3,False,,38.544,-5
2rq1bk1/p4p1p/1p4p1/3b4/3B1Q2/8/P4PpP/3RR1K1 w - - 0 1,WAC.131,[Move.from_uci('e1e8')],[],e1e7,False,,34.555,+16
4r1k1/5bpp/2p5/3pr3/8/1B3pPq/PPR2P2/2R2QK1 b - - 0 1,WAC.132,[Move.from_uci('e5e1')],[],e5e1,True,,16.579,+554
r1b1k2r/1pp1q2p/p1n3p1/3QPp2/8/1BP3B1/P5PP/3R1RK1 w kq - 0 1,WAC.133,[Move.from_uci('g3h4')],[],d5c4,False,,8.85,+306
3r2k1/p6p/2Q3p1/4q3/2P1p3/P3Pb2/1P3P1P/2K2BR1 b - - 0 1,WAC.134,[Move.from_uci('d8d1')],[],g6g5,False,,98.623,+321
3r1r1k/N2qn1pp/1p2np2/2p5/2Q1P2N/3P4/PP4PP/3R1RK1 b - - 0 1,WAC.135,[Move.from_uci('e6d4')],[],e6g5,False,,185.358,+142
6kr/1q2r1p1/1p2N1Q1/5p2/1P1p4/6R1/7P/2R3K1 w - - 0 1,WAC.136,[Move.from_uci('c1c8')],[],c1c8,True,,11.589,+2769
3b1rk1/1bq3pp/5pn1/1p2rN2/2p1p3/2P1B2Q/1PB2PPP/R2R2K1 w - - 0 1,WAC.137,[Move.from_uci('d1d7')],[],h3h6,False,,88.57,+470
r1bq3r/ppppR1p1/5n1k/3P4/6pP/3Q4/PP1N1PP1/5K1R w - - 0 1,WAC.138,[Move.from_uci('h4h5')],[],d3g6,False,,2.841,+1428
rnb3kr/ppp2ppp/1b6/3q4/3pN3/Q4N2/PPP2KPP/R1B1R3 w - - 0 1,WAC.139,[Move.from_uci('e4f6')],[],e4f6,True,,3.479,+1225
r2b1rk1/pq4p1/4ppQP/3pB1p1/3P4/2R5/PP3PP1/5RK1 w - - 0 1,WAC.140,[Move.from_uci('c3c7')],[],h6h7,False,,5.796,+2114
4r1k1/p1qr1p2/2pb1Bp1/1p5p/3P1n1R/1B3P2/PP3PK1/2Q4R w - - 0 1,WAC.141,[Move.from_uci('c1f4')],[],c1f4,True,,36.28,+237
r2q3n/ppp2pk1/3p4/5Pr1/2NP1Qp1/2P2pP1/PP3K2/4R2R w - - 0 1,WAC.142,"[Move.from_uci('e1e8'), Move.from_uci('f5f6')]",[],f4g5,False,,32.071,+839
5b2/pp2r1pk/2pp1pRp/4rP1N/2P1P3/1P4QP/P3q1P1/5R1K w - - 0 1,WAC.143,[Move.from_uci('g6h6')],[],g6g7,False,,12.14,+989
r2q1rk1/pp3ppp/2p2b2/8/B2pPPb1/7P/PPP1N1P1/R2Q1RK1 b - - 0 1,WAC.144,[Move.from_uci('d4d3')],[],f6h4,False,,110.412,-17
r1bq4/1p4kp/3p1n2/p4pB1/2pQ4/8/1P4PP/4RRK1 w - - 0 1,WAC.145,[Move.from_uci('e1e8')],[],f1f3,False,,13.821,+899
8/8/2Kp4/3P1B2/2P2k2/5p2/8/8 w - - 0 1,WAC.146,[Move.from_uci('f5c8')],[],f5h3,False,,9.96,+403
r2r2k1/ppqbppbp/2n2np1/2pp4/6P1/1P1PPNNP/PBP2PB1/R2QK2R b KQ - 0 1,WAC.147,[Move.from_uci('f6g4')],[],f6h5,False,,111.515,+100
2r1k3/6pr/p1nBP3/1p3p1p/2q5/2P5/P1R4P/K2Q2R1 w - - 0 1,WAC.148,[Move.from_uci('g1g7')],[],d6f4,False,,111.762,-143
